Q1	experiment_randomization1	Q2	Q5	Q6	Q8	experiment_randomization2	Q12	Q13	Q14	Q15	pid3	pid7	gender4	age4	race4	weight
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"65+"	"White"	0.545380723
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"45-64"	"White"	0.987717668
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"30-44"	"White"	0.57674396000000006
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"65+"	"White"	0.642455763
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Michigan"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"45-64"	"White"	0.893468541
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"65+"	"Black"	2.008171316
"I agree to participate"	"Experimental group"	"i agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"65+"	"White"	0.545380723
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Oregon"	"Oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"65+"	"White"	0.528457994
"I agree to participate"	"Experimental group"	"I agree."	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	1.038639652
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"65+"	"White"	0.698576427
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"65+"	"White"	0.521953069
"I agree to participate"	"Experimental group"	"Yes"	"Photo B - Obama Inauguration"	"No"	"A little"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"65+"	"White"	0.528457994
"I agree to participate"	"Experimental group"	"i agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"65+"	"White"	1.025300916
"I agree to participate"	"Experimental group"	"I agree.."	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"65+"	"White"	0.634857802
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"65+"	"White"	0.593366136
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"65+"	"White"	0.642455763
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"65+"	"White"	0.955044793
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"45-64"	"White"	0.52742523
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"Under 30"	"White"	4.674162388
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"65+"	"White"	0.498747592
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"65+"	"White"	0.881037678
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"65+"	"White"	1.025300916
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"Under 30"	"Other"	0.433192978
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Man"	"65+"	"White"	1.400081389
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"65+"	"White"	0.955044793
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"South Carolina"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"65+"	"White"	1.025300916
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"65+"	"White"	1.04675941
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"30-44"	"White"	1.351150413
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"65+"	"White"	1.511304436
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"65+"	"White"	1.331438794
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"30-44"	"White"	1.185859314
"I agree to participate"	"Experimental group"	"i agree"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Texas"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"30-44"	"White"	0.589451832
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"45-64"	"White"	0.987717668
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"65+"	"Black"	1.787851922
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"45-64"	"White"	0.981231168
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"White"	0.548651065
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"45-64"	"White"	0.541017713
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"45-64"	"White"	0.52742523
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"65+"	"White"	0.806598959
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"45-64"	"White"	0.476390303
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Man"	"65+"	"White"	1.429383653
"I agree to participate"	"Experimental group"	"\"I agree\""	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"65+"	"White"	0.806598959
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"65+"	"White"	0.634857802
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Michigan"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"65+"	"White"	0.818213085
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"65+"	"White"	1.04675941
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	1.060377312
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"65+"	"White"	0.75885309
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"30-44"	"White"	0.834116688
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"65+"	"White"	0.612367408
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"65+"	"White"	1.025300916
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	0.707664615
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"30-44"	"White"	1.220757566
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"45-64"	"White"	1.159250158
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"65+"	"White"	0.869693793
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"65+"	"Black"	2.936933496
"I agree to participate"	"Experimental group"	"I AGREE"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Michigan"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"65+"	"White"	0.648846144
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"White"	0.53162686
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"65+"	"White"	0.648846144
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A little"	"Democrat/Democratic focus"	"Iowa"	"Neither support nor oppose"	"Justified"	"No"	"Republican"	"Strong Republican"	"Woman"	"45-64"	"White"	1.165460904
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	0.833298346
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"45-64"	"Other"	0.74049681
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Tennessee"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"65+"	"White"	0.620973976
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"65+"	"White"	1.571035843
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"45-64"	"White"	1.321110766
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"Yes"	"A great deal"	"Republican/Republican focus"	"South Carolina"	"Strongly support"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"30-44"	"White"	1.136600717
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"65+"	"White"	0.955044793
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Michigan"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"45-64"	"White"	0.235682548
"I agree to participate"	"Experimental group"	"\"I agree\""	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"65+"	"White"	0.818213085
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"65+"	"White"	0.83981281
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"65+"	"White"	0.822596706
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Michigan"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"65+"	"White"	0.869693793
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Tennessee"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Man"	"65+"	"White"	1.032387038
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"65+"	"White"	0.645897755
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A great deal"	"Democrat/Democratic focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"No"	"Republican"	"Strong Republican"	"Man"	"65+"	"White"	0.75885309
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"45-64"	"White"	1.895040583
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"65+"	"White"	1.150493465
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"65+"	"White"	0.83981281
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"65+"	"White"	0.620973976
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"65+"	"White"	0.593366136
