Q4,Q5,Q7,Q8,Q10,Q11,Q12,Q13,Q14,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30_2,Q31_2,Q77,Q63,Q64,Q65,Q66,Q67,Q68,Q75,Q69,Q70,Q71,Q72,Q73,Q43,Q44,Q45,Q46,Q86,Q93_2,Q90_2,experiment,version,payprompt,gc,outparty,pid
Male,African American,"$90,000 – 99,999","Professional Degree (JD, MD)",Democrat,NA,NA,Strong Democrat,35,Yes,Yes,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,98,69,5 - A great deal,5- Very like me,5- Very like me,4,5- Very like me,5- Very like me,4,5- Very like me,5- Very like me,5- Very like me,4,4,5- Very like me,NA,NA,NA,NA,Florida,60,30,2,3,2,1,Republican,Democrat
Female,Other (please specify),"Less than $30,000",Less than High School,Other,Neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,3,1,2,NA,NA
Male,African American,"$50,000 – 59,999",4-year College Degree,Democrat,NA,NA,Strong Democrat,34,Yes,Yes,Yes,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,100,19,1 - Not at all,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,Michigan,Strongly oppose,Unjustified,Yes,NA,,,1,3,1,1,Republican,Democrat
Female,White/Caucasian,"$100,000 or more",High School / GED,Democrat,NA,NA,Strong Democrat,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,1,2,NA,NA
Female,Native American,"Less than $30,000",Some College,Democrat,NA,NA,Strong Democrat,67,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,82,1,1 - Not at all,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,NA,NA,NA,NA,Oregon,90,70,2,1,1,1,Republican,Democrat
Male,White/Caucasian,"$60,000 – 69,999",4-year College Degree,Republican,NA,Strong Republican,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,1,2,NA,NA
Male,African American,"$30,000 – 39,999",Some College,Republican,NA,Strong Republican,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,1,2,NA,NA
Female,White/Caucasian,"$50,000 – 59,999",4-year College Degree,Democrat,NA,NA,Strong Democrat,59,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,92,20,3,2,3,3,1- Very unlike me,2,3,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,2,1- Very unlike me,Michigan,Strongly oppose,Unjustified,Yes,NA,,,1,3,1,1,Republican,Democrat
Female,African American,"$30,000 – 39,999",4-year College Degree,Democrat,NA,NA,Strong Democrat,64,No,Yes,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,91,20,1 - Not at all,3,2,3,2,2,3,2,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Oppose,Unjustified,Yes,NA,,,1,2,1,1,Republican,Democrat
Male,White/Caucasian,"$90,000 – 99,999",Masters Degree,Democrat,NA,NA,Strong Democrat,32,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,100,81,1 - Not at all,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Florida,60,10,2,1,2,1,Republican,Democrat
Female,Other (please specify),"$30,000 – 39,999",4-year College Degree,Republican,NA,Strong Republican,NA,48,Yes,Yes,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,79,90,5 - A great deal,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,Maine,Strongly support,Justified,Yes,NA,,,1,2,1,4,Democrat,Republican
Female,African American,"$100,000 or more",High School / GED,Democrat,NA,NA,Strong Democrat,64,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,100,11,1 - Not at all,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Oregon,Strongly oppose,Unjustified,Yes,NA,,,1,3,1,1,Republican,Democrat
Female,Other (please specify),"Less than $30,000","Professional Degree (JD, MD)",Republican,NA,Strong Republican,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,1,2,NA,NA
Male,African American,"Less than $30,000",2-year College Degree,Democrat,NA,NA,Strong Democrat,68,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,78,16,1 - Not at all,3,3,2,2,2,1- Very unlike me,3,1- Very unlike me,2,2,3,3,NA,NA,NA,NA,California,65,75,2,1,2,1,Republican,Democrat
Male,White/Caucasian,"$100,000 or more","Professional Degree (JD, MD)",Democrat,NA,NA,Strong Democrat,34,No,No,Yes,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,88,89,5 - A great deal,5- Very like me,4,5- Very like me,5- Very like me,4,5- Very like me,4,4,2,5- Very like me,4,5- Very like me,NA,NA,NA,NA,Washington,30,40,2,3,1,1,Republican,Democrat
Female,African American,"Less than $30,000",4-year College Degree,Democrat,NA,NA,Not a strong Democrat,38,No,No,Yes,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,76,77,4,3,4,3,3,2,4,2,4,2,3,3,4,NA,NA,NA,NA,Washington,23,24,2,1,1,4,Republican,Democrat
Female,Asian,"$70,000 – 79,999",4-year College Degree,Independent,Neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,1,2,NA,NA
Male,White/Caucasian,"$100,000 or more",4-year College Degree,Republican,NA,Strong Republican,NA,65,No,No,Yes,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,92,1 - Not at all,4,3,4,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,2,1,1,Democrat,Republican
Female,African American,"Less than $30,000",Some College,Democrat,NA,NA,Strong Democrat,66,Yes,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,100,27,1 - Not at all,1- Very unlike me,5- Very like me,3,1- Very unlike me,1- Very unlike me,5- Very like me,5- Very like me,1- Very unlike me,1- Very unlike me,5- Very like me,1- Very unlike me,1- Very unlike me,Iowa,Oppose,Unjustified,Yes,NA,,,1,1,1,1,Republican,Democrat
Female,African American,"Less than $30,000",High School / GED,Democrat,NA,NA,Strong Democrat,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,1,2,NA,NA
Male,White/Caucasian,"$80,000 – 89,999",4-year College Degree,Republican,NA,Strong Republican,NA,59,No,No,Yes,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,8,84,1 - Not at all,1- Very unlike me,3,3,2,2,3,2,2,2,2,2,2,Iowa,Oppose,Unjustified,Yes,NA,,,1,2,2,1,Democrat,Republican
Female,African American,"$70,000 – 79,999",2-year College Degree,Democrat,NA,NA,Strong Democrat,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,1,2,NA,NA
Male,Asian,"$50,000 – 59,999",High School / GED,Republican,NA,Not a strong Republican,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,1,2,NA,NA
Female,White/Caucasian,"$50,000 – 59,999",4-year College Degree,Democrat,NA,NA,Strong Democrat,38,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,100,0,1 - Not at all,3,3,3,1- Very unlike me,3,1- Very unlike me,3,2,2,2,4,3,NA,NA,NA,NA,Oregon,50,0,2,3,1,1,Republican,Democrat
Male,African American,"Less than $30,000",High School / GED,Democrat,NA,NA,Strong Democrat,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,2,2,NA,NA
Male,White/Caucasian,"Less than $30,000",High School / GED,Democrat,NA,NA,Not a strong Democrat,70,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,95,75,1 - Not at all,2,3,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Oppose,Unjustified,Yes,NA,,,1,2,2,1,Republican,Democrat
Male,Native American,"$100,000 or more",4-year College Degree,Republican,NA,Not a strong Republican,NA,41,No,Yes,No,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,46,66,1 - Not at all,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,NA,NA,NA,NA,Oregon,3,30,2,1,2,1,Democrat,Republican
Female,White/Caucasian,"$50,000 – 59,999",Some College,Democrat,NA,NA,Strong Democrat,74,No,Yes,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,60,18,2,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,2,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,NA,NA,NA,NA,Alaska,75,20,2,2,2,1,Republican,Democrat
Male,African American,"$50,000 – 59,999",Less than High School,Republican,NA,Strong Republican,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,1,2,NA,NA
Female,African American,"$30,000 – 39,999",High School / GED,Democrat,NA,NA,Strong Democrat,56,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,93,11,1 - Not at all,3,2,3,3,1- Very unlike me,4,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,3,NA,NA,NA,NA,Oregon,75,15,2,2,2,1,Republican,Democrat
Male,White/Caucasian,"$100,000 or more",4-year College Degree,Democrat,NA,NA,Strong Democrat,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,1,2,NA,NA
Male,African American,"Less than $30,000",2-year College Degree,Democrat,NA,NA,Strong Democrat,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,1,2,NA,NA
Female,African American,"Less than $30,000",Some College,Democrat,NA,NA,Strong Democrat,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,2,2,NA,NA
Female,African American,"$100,000 or more",4-year College Degree,Other,Neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,3,1,2,NA,NA
Male,Asian,"$70,000 – 79,999",4-year College Degree,Democrat,NA,NA,Strong Democrat,51,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,97,0,1 - Not at all,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Texas,Oppose,Unjustified,Yes,NA,,,1,3,1,1,Republican,Democrat
Female,White/Caucasian,"Less than $30,000",High School / GED,Democrat,NA,NA,Strong Democrat,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,3,2,2,NA,NA
Female,White/Caucasian,"Less than $30,000",4-year College Degree,Republican,NA,Strong Republican,NA,59,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,92,5 - A great deal,3,3,3,2,4,3,2,1- Very unlike me,3,1- Very unlike me,2,1- Very unlike me,NA,NA,NA,NA,Oregon,30,0,2,1,2,1,Democrat,Republican
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,1,4,NA,NA
Female,White/Caucasian,"$90,000 – 99,999",Some College,Republican,NA,Strong Republican,NA,54,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1,100,1 - Not at all,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,1,1,Democrat,Republican
Female,African American,"Less than $30,000",High School / GED,Democrat,NA,NA,Strong Democrat,38,No,Yes,Yes,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,100,0,5 - A great deal,1- Very unlike me,5- Very like me,1- Very unlike me,1- Very unlike me,5- Very like me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Justified,Yes,NA,,,1,1,1,1,Republican,Democrat
Female,White/Caucasian,"$40,000 – 49,999",High School / GED,Democrat,NA,NA,Strong Democrat,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,2,2,NA,NA
Female,Other (please specify),"$80,000 – 89,999",Some College,Republican,NA,Strong Republican,NA,42,No,No,Yes,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,90,1 - Not at all,3,3,5- Very like me,3,1- Very unlike me,3,3,3,3,3,3,3,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,2,2,1,Democrat,Republican
Male,White/Caucasian,"$80,000 – 89,999",4-year College Degree,Democrat,NA,NA,Not a strong Democrat,75,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,82,30,1 - Not at all,3,4,4,2,5- Very like me,3,2,1- Very unlike me,3,3,5- Very like me,4,NA,NA,NA,NA,Oregon,25,50,2,3,2,1,Republican,Democrat
Male,Asian,"$100,000 or more",Masters Degree,Democrat,NA,NA,Not a strong Democrat,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,2,2,NA,NA
Male,Other (please specify),"Less than $30,000",Some College,Democrat,NA,NA,Strong Democrat,66,No,Yes,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,100,12,1 - Not at all,4,4,4,4,4,5- Very like me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,5- Very like me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,2,2,1,Republican,Democrat
Female,Other (please specify),"Less than $30,000",High School / GED,Democrat,NA,NA,Not a strong Democrat,66,No,No,Yes,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,90,0,1 - Not at all,1- Very unlike me,3,3,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Texas,90,0,2,2,1,1,Republican,Democrat
Female,White/Caucasian,"$60,000 – 69,999",High School / GED,Democrat,NA,NA,Not a strong Democrat,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,3,2,2,NA,NA
Male,White/Caucasian,"$30,000 – 39,999",Some College,Republican,NA,Strong Republican,NA,60,No,No,Yes,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,8,91,3,1- Very unlike me,4,3,3,3,3,3,3,4,3,3,3,NA,NA,NA,NA,Oregon,10,10,2,2,2,1,Democrat,Republican
Female,African American,"$60,000 – 69,999",Some College,Democrat,NA,NA,Strong Democrat,61,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,92,51,1 - Not at all,1- Very unlike me,5- Very like me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,15,0,2,2,1,1,Republican,Democrat
Male,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Not a strong Republican,NA,60,No,No,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,20,40,1 - Not at all,4,2,5- Very like me,4,2,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,1,1,Democrat,Republican
Male,White/Caucasian,"$100,000 or more",4-year College Degree,Democrat,NA,NA,Strong Democrat,69,No,Yes,Yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,40,29,1 - Not at all,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,2,1,1,Republican,Democrat
Male,Other (please specify),"$40,000 – 49,999",Some College,Democrat,NA,NA,Not a strong Democrat,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,1,2,NA,NA
Female,Asian,"$90,000 – 99,999",2-year College Degree,Democrat,NA,NA,Not a strong Democrat,39,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,65,26,1 - Not at all,1- Very unlike me,3,3,3,1- Very unlike me,5- Very like me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,3,3,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,3,1,1,Republican,Democrat
Male,White/Caucasian,"$60,000 – 69,999",Some College,Republican,NA,Strong Republican,NA,57,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,100,1 - Not at all,3,3,3,2,1- Very unlike me,3,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,Maine,Neither support nor oppose,Unjustified,Yes,NA,,,1,3,2,1,Democrat,Republican
Male,African American,"Less than $30,000",High School / GED,Democrat,NA,NA,Not a strong Democrat,63,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,100,0,1 - Not at all,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,60,50,2,2,2,1,Republican,Democrat
Female,Native American,"Less than $30,000",Some College,Democrat,NA,NA,Strong Democrat,21,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,97,83,5 - A great deal,1- Very unlike me,2,3,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,40,30,2,3,1,1,Republican,Democrat
Female,White/Caucasian,"$30,000 – 39,999",High School / GED,Democrat,NA,NA,Not a strong Democrat,67,No,No,Yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,33,33,1 - Not at all,1- Very unlike me,4,4,1- Very unlike me,2,3,1- Very unlike me,2,3,1- Very unlike me,2,1- Very unlike me,NA,NA,NA,NA,Oregon,10,60,2,3,1,1,Republican,Democrat
Female,White/Caucasian,"$30,000 – 39,999",4-year College Degree,Democrat,NA,NA,Strong Democrat,58,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,82,5,1 - Not at all,1- Very unlike me,2,4,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,California,35,50,2,1,1,1,Republican,Democrat
Female,Asian,"$90,000 – 99,999",4-year College Degree,Democrat,NA,NA,Strong Democrat,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,1,2,NA,NA
Male,African American,"$50,000 – 59,999",Masters Degree,Democrat,NA,NA,Strong Democrat,35,No,Yes,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,79,10,1 - Not at all,3,3,3,3,2,3,4,3,1- Very unlike me,2,2,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,2,2,1,Republican,Democrat
Female,African American,"Less than $30,000",Masters Degree,Democrat,NA,NA,Strong Democrat,61,No,Yes,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,73,63,1 - Not at all,3,3,3,2,3,4,3,2,3,2,2,2,NA,NA,NA,NA,Florida,60,60,2,3,2,1,Republican,Democrat
Female,White/Caucasian,"$40,000 – 49,999",High School / GED,Democrat,NA,NA,Strong Democrat,38,No,No,Yes,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,100,0,1 - Not at all,5- Very like me,3,3,5- Very like me,5- Very like me,3,1- Very unlike me,5- Very like me,3,3,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,2,1,1,Republican,Democrat
Female,White/Caucasian,"$90,000 – 99,999",4-year College Degree,Democrat,NA,NA,Strong Democrat,30,No,No,Yes,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,61,29,2,2,2,2,3,3,3,3,2,3,4,3,3,Maine,Oppose,Unjustified,Yes,NA,,,1,2,2,1,Republican,Democrat
Female,African American,"$30,000 – 39,999",4-year College Degree,Democrat,NA,NA,Strong Democrat,54,No,No,Yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,80,37,1 - Not at all,2,2,1- Very unlike me,2,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,NA,NA,NA,NA,Oregon,40,0,2,1,2,1,Republican,Democrat
Female,Asian,"$60,000 – 69,999",2-year College Degree,Democrat,NA,NA,Not a strong Democrat,78,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,79,51,1 - Not at all,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,0,50,2,1,2,1,Republican,Democrat
Male,African American,"Less than $30,000",Some College,Democrat,NA,NA,Not a strong Democrat,55,Yes,No,No,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,93,91,3,3,1- Very unlike me,1- Very unlike me,2,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,1,1,Republican,Democrat
Male,Asian,"$100,000 or more",4-year College Degree,Republican,NA,Not a strong Republican,NA,70,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,51,51,1 - Not at all,1- Very unlike me,3,1- Very unlike me,3,3,3,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,3,1- Very unlike me,NA,NA,NA,NA,California,25,25,2,1,2,1,Democrat,Republican
