Q4	Q5	Q7	Q8	Q10	Q11	Q12	Q13	Q14	Q16	Q17	Q18	Q20	Q21	Q22	Q23	Q24	Q25	Q26	Q27	Q28	Q29	Q30_2	Q31_2	Q32	Q33	Q34	Q35	Q36	Q77	Q63	Q64	Q65	Q66	Q67	Q68	Q75	Q69	Q70	Q71	Q72	Q73	Q43	Q44	Q45	Q46	Q49	Q50	Q51	Q52	Q82	Q53	Q76	experiment	version	partisantreatment	gc	outparty	pid	item.crime
"Female"	"White/Caucasian"	"40,000 – 49,999"	"High School / GED"	"Republican"	"NA"	"Strong Republican"	"NA"	"60"	"No"	"No"	"Yes"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	2	68	"Strongly agree"	"Somewhat agree"	"Strongly agree"	"No"	"No"	"4"	"5- Very like me"	"3"	"4"	"2"	"3"	"4"	"3"	"1- Very unlike me"	"2"	"1- Very unlike me"	"5- Very like me"	"4"	"Florida"	"Strongly oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	2	1	1	"Democrat"	"Republican"	"NA"
"Female"	"Other"	"30,000 – 39,999"	"Masters Degree"	"Republican"	"NA"	"Strong Republican"	"NA"	"21"	"No"	"Yes"	"Yes"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	28	88	"Strongly agree"	"Somewhat agree"	"Neither agree nor disagree"	"Yes"	"Yes"	"3"	"2"	"3"	"3"	"4"	"1- Very unlike me"	"3"	"4"	"3"	"3"	"3"	"4"	"3"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Texas"	"7 months to 1 year in jail"	"Oppose"	2	2	2	1	"Democrat"	"Republican"	"assault with a deadly weapon"
"Male"	"Other"	"50,000 – 59,999"	"2-year College Degree"	"Democrat"	"NA"	"NA"	"Not a strong Democrat"	"22"	"No"	"No"	"Yes"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	80	19	"Neither agree nor disagree"	"Somewhat disagree"	"Neither agree nor disagree"	"No"	"No"	"1 - Not at all"	"2"	"3"	"3"	"3"	"3"	"2"	"1- Very unlike me"	"2"	"1- Very unlike me"	"1- Very unlike me"	"5- Very like me"	"3"	"Florida"	"Strongly oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	2	1	1	"Republican"	"Democrat"	"NA"
"Female"	"White/Caucasian"	"40,000 – 49,999"	"Some College"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"38"	"No"	"No"	"Yes"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	80	20	"Somewhat agree"	"Somewhat disagree"	"Somewhat agree"	"No"	"No"	"1 - Not at all"	"4"	"2"	"3"	"4"	"4"	"4"	"1- Very unlike me"	"2"	"1- Very unlike me"	"2"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Alaska"	"2 - 5 years in prison"	"Oppose"	2	2	1	1	"Republican"	"Democrat"	"assault with a deadly weapon"
"Male"	"White/Caucasian"	"90,000 – 99,999"	"4-year College Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"70"	"No"	"Yes"	"Yes"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	100	0	"Strongly disagree"	"Strongly disagree"	"Strongly disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"3"	"4"	"1- Very unlike me"	"3"	"2"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"Florida"	"Strongly oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	2	1	1	"Republican"	"Democrat"	"NA"
"Female"	"Native American"	"70,000 – 79,999"	"4-year College Degree"	"Republican"	"NA"	"Strong Republican"	"NA"	"35"	"Yes"	"Yes"	"Yes"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	89	100	"Strongly agree"	"Somewhat agree"	"Somewhat agree"	"No"	"No"	"4"	"2"	"3"	"3"	"3"	"4"	"4"	"4"	"5- Very like me"	"4"	"5- Very like me"	"4"	"4"	"NA"	"NA"	"NA"	"NA"	"Washington"	"Support"	"Justified"	"No"	"NA"	"NA"	"NA"	1	1	2	1	"Democrat"	"Republican"	"NA"
"Female"	"White/Caucasian"	"60,000 – 69,999"	"4-year College Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"30"	"Yes"	"Yes"	"Yes"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	78	81	"Somewhat disagree"	"Somewhat disagree"	"Somewhat disagree"	"No"	"No"	"3"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Florida"	"1 - 3 days in jail"	"Oppose"	2	2	2	1	"Republican"	"Democrat"	"vandalism"
"Female"	"White/Caucasian"	"30,000 – 39,999"	"High School / GED"	"Republican"	"NA"	"Strong Republican"	"NA"	"29"	"No"	"No"	"Yes"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	31	81	"Neither agree nor disagree"	"Somewhat disagree"	"Somewhat disagree"	"No"	"No"	"2"	"1- Very unlike me"	"3"	"2"	"1- Very unlike me"	"3"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"2"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"Oppose"	"Justified"	"Yes"	"NA"	"NA"	"NA"	1	2	2	1	"Democrat"	"Republican"	"NA"
"Male"	"White/Caucasian"	"40,000 – 49,999"	"2-year College Degree"	"Republican"	"NA"	"Strong Republican"	"NA"	"66"	"No"	"No"	"Yes"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	15	100	"Somewhat agree"	"Somewhat disagree"	"Neither agree nor disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"2"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"2"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"Florida"	"Strongly oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	1	1	1	"Democrat"	"Republican"	"NA"
"Female"	"White/Caucasian"	"Less than 30,000"	"High School / GED"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"20"	"No"	"No"	"Yes"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	71	38	"Neither agree nor disagree"	"Somewhat disagree"	"Somewhat disagree"	"No"	"No"	"3"	"1- Very unlike me"	"2"	"2"	"4"	"2"	"3"	"2"	"1- Very unlike me"	"1- Very unlike me"	"2"	"3"	"3"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Florida"	"6 - 10 years in prison"	"Oppose"	2	2	2	1	"Republican"	"Democrat"	"murder"
"Female"	"Native American"	"30,000 – 39,999"	"4-year College Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"43"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	2	1	1	2	"NA"	"NA"	"NA"
"Female"	"Other"	"50,000 – 59,999"	"High School / GED"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"36"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	1	2	2	"NA"	"NA"	"NA"
"Female"	"White/Caucasian"	"50,000 – 59,999"	"High School / GED"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"30"	"No"	"No"	"Yes"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	100	9	"Neither agree nor disagree"	"Neither agree nor disagree"	"Neither agree nor disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"3"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"11 - 15 years in prison"	"Strongly oppose"	2	2	1	1	"Republican"	"Democrat"	"arson"
"Female"	"White/Caucasian"	"100,000 or more"	"Professional Degree (JD, MD)"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"38"	"NA"	"NA"	"NA"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	89	91	"Strongly agree"	"Somewhat disagree"	"Strongly agree"	"No"	"No"	"5 - A great deal"	"1- Very unlike me"	"3"	"3"	"5- Very like me"	"1- Very unlike me"	"4"	"5- Very like me"	"1- Very unlike me"	"2"	"1- Very unlike me"	"4"	"5- Very like me"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"Support"	"Justified"	"Yes"	"NA"	"NA"	"NA"	1	1	2	1	"Republican"	"Democrat"	"NA"
"Male"	"African American"	"30,000 – 39,999"	"2-year College Degree"	"Independent"	"Democratic Party"	"NA"	"NA"	"20"	"NA"	"NA"	"NA"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	13	80	"Somewhat agree"	"Somewhat agree"	"Somewhat agree"	"Yes"	"Yes"	"5 - A great deal"	"5- Very like me"	"4"	"2"	"1- Very unlike me"	"5- Very like me"	"5- Very like me"	"5- Very like me"	"5- Very like me"	"5- Very like me"	"5- Very like me"	"5- Very like me"	"4"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"California"	"4 - 30 days in jail"	"NA"	2	1	2	1	"Republican"	"Democrat"	"vandalism"
"Male"	"White/Caucasian"	"Less than 30,000"	"Some College"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"64"	"No"	"No"	"Yes"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	87	9	"Neither agree nor disagree"	"Somewhat disagree"	"Neither agree nor disagree"	"No"	"No"	"1 - Not at all"	"2"	"4"	"2"	"1- Very unlike me"	"3"	"2"	"1- Very unlike me"	"1- Very unlike me"	"2"	"2"	"2"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"Community service"	"Neither support nor oppose"	2	2	1	1	"Republican"	"Democrat"	"protesting without a permit"
"Male"	"White/Caucasian"	"70,000 – 79,999"	"4-year College Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"27"	"Yes"	"Yes"	"Yes"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	94	5	"Somewhat agree"	"Somewhat agree"	"Neither agree nor disagree"	"No"	"No"	"3"	"1- Very unlike me"	"1- Very unlike me"	"3"	"2"	"4"	"2"	"2"	"2"	"4"	"2"	"4"	"3"	"South Carolina"	"Support"	"Justified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	1	1	1	"Republican"	"Democrat"	"NA"
"Female"	"Other"	"Less than 30,000"	"High School / GED"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"21"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	2	2	1	2	"NA"	"NA"	"NA"
"Female"	"Other"	"40,000 – 49,999"	"4-year College Degree"	"Democrat"	"NA"	"NA"	"Not a strong Democrat"	"21"	"No"	"No"	"Yes"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	50	10	"Somewhat agree"	"Somewhat agree"	"Somewhat agree"	"No"	"No"	"3"	"1- Very unlike me"	"3"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"6 - 10 years in prison"	"Neither support nor oppose"	2	2	1	1	"Republican"	"Democrat"	"murder"
"Female"	"White/Caucasian"	"Less than 30,000"	"2-year College Degree"	"Democrat"	"NA"	"NA"	"Not a strong Democrat"	"49"	"NA"	"NA"	"NA"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	80	50	"Neither agree nor disagree"	"Somewhat disagree"	"Neither agree nor disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"1- Very unlike me"	"5- Very like me"	"1- Very unlike me"	"1- Very unlike me"	"5- Very like me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"3"	"5- Very like me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"Strongly oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	1	2	2	1	"Republican"	"Democrat"	"NA"
"Female"	"Asian"	"Less than 30,000"	"High School / GED"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"21"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	2	1	2	"NA"	"NA"	"NA"
"Female"	"White/Caucasian"	"70,000 – 79,999"	"Professional Degree (JD, MD)"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"37"	"Yes"	"No"	"Yes"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	90	60	"Neither agree nor disagree"	"Somewhat disagree"	"Neither agree nor disagree"	"No"	"Yes"	"3"	"2"	"3"	"3"	"4"	"1- Very unlike me"	"3"	"4"	"1- Very unlike me"	"2"	"1- Very unlike me"	"5- Very like me"	"2"	"Florida"	"Strongly oppose"	"Justified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	2	1	1	"Republican"	"Democrat"	"NA"
"Male"	"Other"	"Less than 30,000"	"Some College"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"22"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	2	2	1	2	"NA"	"NA"	"NA"
"Female"	"White/Caucasian"	"Less than 30,000"	"Some College"	"Republican"	"NA"	"Strong Republican"	"NA"	"55"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	1	1	2	"NA"	"NA"	"NA"
"Female"	"Other"	"Less than 30,000"	"High School / GED"	"Democrat"	"NA"	"NA"	"Not a strong Democrat"	"65"	"No"	"No"	"Yes"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	90	0	"Neither agree nor disagree"	"Strongly agree"	"Neither agree nor disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"3"	"1- Very unlike me"	"3"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"Florida"	"Strongly oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	2	1	1	"Republican"	"Democrat"	"NA"
"Female"	"Other"	"Less than 30,000"	"High School / GED"	"Republican"	"NA"	"Not a strong Republican"	"NA"	"65"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	2	1	1	2	"NA"	"NA"	"NA"
"Female"	"White/Caucasian"	"Less than 30,000"	"Some College"	"Democrat"	"NA"	"NA"	"Not a strong Democrat"	"28"	"No"	"No"	"No"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	64	36	"Neither agree nor disagree"	"Neither agree nor disagree"	"Neither agree nor disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"2"	"4"	"2"	"2"	"3"	"2"	"2"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"Florida"	"Oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	2	1	1	"Republican"	"Democrat"	"NA"
"Male"	"White/Caucasian"	"Less than 30,000"	"4-year College Degree"	"Republican"	"NA"	"Strong Republican"	"NA"	"60"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	2	1	2	2	"NA"	"NA"	"NA"
"Male"	"White/Caucasian"	"100,000 or more"	"4-year College Degree"	"Republican"	"NA"	"Strong Republican"	"NA"	"35"	"NA"	"NA"	"NA"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	64	55	"Strongly agree"	"Somewhat disagree"	"Strongly agree"	"Yes"	"No"	"2"	"2"	"3"	"1- Very unlike me"	"1- Very unlike me"	"3"	"1- Very unlike me"	"1- Very unlike me"	"2"	"3"	"4"	"5- Very like me"	"5- Very like me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Washington"	"1 - 3 days in jail"	"Support"	2	1	2	1	"Democrat"	"Republican"	"arson"
"Male"	"African American"	"90,000 – 99,999"	"Masters Degree"	"Republican"	"NA"	"Strong Republican"	"NA"	"25"	"NA"	"NA"	"NA"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	68	85	"Somewhat agree"	"Somewhat agree"	"Neither agree nor disagree"	"Yes"	"Yes"	"4"	"3"	"3"	"2"	"3"	"2"	"3"	"4"	"2"	"4"	"3"	"3"	"2"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Florida"	"4 - 6 months in jail"	"Oppose"	2	2	1	4	"Democrat"	"Republican"	"protesting without a permit"
"Male"	"African American"	"Less than 30,000"	"Some College"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"63"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	2	1	2	"NA"	"NA"	"NA"
"Female"	"Native American"	"40,000 – 49,999"	"2-year College Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"37"	"NA"	"NA"	"NA"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	78	15	"Neither agree nor disagree"	"Somewhat disagree"	"Neither agree nor disagree"	"No"	"No"	"3"	"1- Very unlike me"	"4"	"3"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"Washington"	"Strongly oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	1	1	2	1	"Republican"	"Democrat"	"NA"
"Male"	"White/Caucasian"	"90,000 – 99,999"	"Masters Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"40"	"Yes"	"Yes"	"Yes"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	75	78	"Strongly agree"	"Somewhat agree"	"NA"	"Yes"	"Yes"	"4"	"4"	"3"	"4"	"3"	"3"	"3"	"3"	"3"	"3"	"4"	"3"	"4"	"Florida"	"Strongly support"	"Justified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	1	1	1	"Republican"	"Democrat"	"NA"
"Female"	"Native American"	"60,000 – 69,999"	"High School / GED"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"21"	"NA"	"NA"	"NA"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	80	25	"Strongly agree"	"Strongly disagree"	"Neither agree nor disagree"	"No"	"Yes"	"1 - Not at all"	"1- Very unlike me"	"3"	"3"	"1- Very unlike me"	"2"	"3"	"1- Very unlike me"	"2"	"1- Very unlike me"	"1- Very unlike me"	"2"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Washington"	"16 - 20 years in prison"	"Strongly oppose"	2	1	1	1	"Republican"	"Democrat"	"murder"
"Female"	"African American"	"Less than 30,000"	"2-year College Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"47"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	1	1	2	"NA"	"NA"	"NA"
"Female"	"White/Caucasian"	"100,000 or more"	"4-year College Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"64"	"NA"	"NA"	"NA"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	91	29	"Neither agree nor disagree"	"Neither agree nor disagree"	"Neither agree nor disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"2"	"1- Very unlike me"	"1- Very unlike me"	"2"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"More than 20 years in prison"	"Strongly oppose"	2	2	1	1	"Republican"	"Democrat"	"murder"
"Male"	"White/Caucasian"	"30,000 – 39,999"	"Some College"	"Republican"	"NA"	"Strong Republican"	"NA"	"66"	"No"	"Yes"	"Yes"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	40	60	"Neither agree nor disagree"	"Strongly disagree"	"Somewhat disagree"	"No"	"No"	"5 - A great deal"	"1- Very unlike me"	"3"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"2"	"1- Very unlike me"	"1- Very unlike me"	"2"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"Community service"	"Oppose"	2	1	2	1	"Democrat"	"Republican"	"assault"
"Male"	"Other"	"60,000 – 69,999"	"Some College"	"Independent"	"Democratic Party"	"NA"	"NA"	"40"	"No"	"No"	"Yes"	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	40	40	"Somewhat agree"	"Somewhat disagree"	"Neither agree nor disagree"	"No"	"No"	"1 - Not at all"	"4"	"4"	"3"	"4"	"2"	"3"	"2"	"2"	"2"	"2"	"2"	"3"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"4 - 6 months in jail"	"Oppose"	2	1	1	1	"Republican"	"Democrat"	"assault"
